Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-AD2BB547,10/28/24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,12,0,On Time,None,0.36,3.6,4.79,1671.44,2458,Standard Shipping
ORD-1F3F2E75,10/31/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,40,13,Late,Geopolitical Conflict (Route Diversion),0.28,3.6,3.1,5850.11,5713,Re-routing
ORD-949B2DEE,6/14/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,28,0,On Time,None,0.36,7.9,4.94,202.64,298,Standard Shipping
ORD-3D18B793,3/2/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,29,27,0,On Time,None,0.19,7.8,5.73,3114.82,5235,Standard Shipping
ORD-BE01AC1D,7/5/24,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,13,0,On Time,None,0.61,8,3.08,6130.88,7616,Standard Shipping
ORD-F25D8845,3/24/24,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,4,3,0,On Time,None,0.79,9.1,5.08,81427.99,8271,Standard Shipping
ORD-0C887538,1/13/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,28,0,On Time,None,0.39,5.7,2.4,5858.85,8430,Standard Shipping
ORD-0173A597,2/23/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,35,0,On Time,None,0.45,5,4.42,3502.47,4831,Standard Shipping
ORD-4DBF1D23,9/3/24,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,4,1,0,On Time,None,0.19,9,4.16,28058.41,4287,Standard Shipping
ORD-55CBE129,5/10/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,None,0.49,9.1,2.81,1715.73,2303,Standard Shipping
ORD-0072814A,1/15/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,36,35,0,On Time,None,0.3,6.1,3.2,3167.45,4873,Standard Shipping
ORD-AA4DD5CD,3/3/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,6,0,On Time,None,0.2,3.4,5.06,3417,5695,Standard Shipping
ORD-3C91B0DF,12/1/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,27,0,On Time,None,0.57,4.9,4.1,5213.18,6641,Standard Shipping
ORD-D136D9CB,2/8/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,None,0.85,6,2.89,5121.73,5537,Standard Shipping
ORD-D27A5C63,11/20/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.67,8.9,2.29,4702.72,5632,Standard Shipping
ORD-CBB0540C,7/26/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,8,7,0,On Time,None,0.14,0.6,3.64,3369.84,5912,Standard Shipping
ORD-794AB36C,5/13/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,36,35,0,On Time,None,0.52,7,3.43,5739.52,7552,Standard Shipping
ORD-0991222F,7/22/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.52,4.8,3.95,5535.08,7283,Standard Shipping
ORD-E25BDBCD,5/1/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,10,7,0,On Time,None,0.26,6.6,2.78,280.35,445,Standard Shipping
ORD-7E71B85C,4/4/24,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.41,6.1,4.18,61233.48,7896,Standard Shipping
ORD-2AB8D416,3/3/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,11,2,Late,Port Congestion,0.74,0.3,3.21,2723.62,2846,Standard Shipping
ORD-D10FF915,2/5/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,37,42,5,Late,Port Congestion,0.53,3.5,3.4,6283.48,4978,Expedited Air Freight
ORD-8E885873,7/30/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,6,0,On Time,None,0.35,8.4,3.74,4378.05,6486,Standard Shipping
ORD-44150269,1/17/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,10,5,0,On Time,None,0.27,2.6,2.34,6076.95,9570,Standard Shipping
ORD-AB383E79,2/17/25,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,3,4,1,Late,None,0.79,2.3,4.08,93241.99,9471,Standard Shipping
ORD-DE359F21,10/18/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,19,0,On Time,None,0.39,4.2,4.08,5993.68,8624,Standard Shipping
ORD-59BFD642,9/21/24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.57,0.8,1.63,43831.26,5076,Standard Shipping
ORD-8987BF26,5/19/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,12,0,On Time,None,0.88,7.7,4.23,8723.2,9280,Standard Shipping
ORD-D49D45D3,5/15/24,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,4,3,0,On Time,None,0.8,3.8,3.65,86258.7,8713,Standard Shipping
ORD-6168C7AE,9/19/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,27,0,On Time,None,0.4,6.3,2.88,2730.7,3901,Standard Shipping
ORD-9FEC1DFB,8/24/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,12,0,On Time,None,0.72,0.3,1.2,8155.38,9483,Standard Shipping
ORD-15E1170A,9/15/25,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,3,0,On Time,None,0.69,5.9,2.39,27680.51,2978,Standard Shipping
ORD-1D382BA5,8/8/25,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,13,0,On Time,None,0.19,3.5,4.87,2327.05,3911,Standard Shipping
ORD-47048C8B,6/10/25,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,12,0,On Time,None,0.25,7.5,3.13,3570,5712,Standard Shipping
ORD-16D7B45F,8/2/25,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,16,2,Late,Port Congestion,0.27,3.4,3.87,6678.35,9561,Standard Shipping
ORD-EB0A486A,4/19/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,None,0.84,3.9,1.81,314.64,342,Standard Shipping
ORD-D9AF0D56,8/25/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,8,6,0,On Time,None,0.66,3.6,5.68,4917.75,5925,Standard Shipping
ORD-E88F99ED,2/19/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,None,0.71,1.8,1.36,8403.8,9829,Standard Shipping
ORD-BF512C7C,9/18/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.88,5.2,3.99,4301.44,4576,Standard Shipping
ORD-2184B774,12/20/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,19,0,On Time,None,0.2,9.4,1.54,4870.8,8118,Standard Shipping
ORD-4408EE6E,5/28/24,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,15,11,0,On Time,None,0.73,9.5,3.69,1571.7,1817,Standard Shipping
ORD-BCDC9020,4/17/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,22,1,Late,Port Congestion,0.68,2.8,0.91,3738.5,4046,Standard Shipping
ORD-98EA6C8B,9/18/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.21,6,3.81,5509.13,9106,Standard Shipping
ORD-A3164834,4/1/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,36,33,0,On Time,None,0.24,5.8,4.09,5872.02,9471,Standard Shipping
ORD-38BC67E0,2/5/25,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,3,0,On Time,None,0.76,4.4,6.41,18062.88,1866,Standard Shipping
ORD-029D22FA,4/27/25,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,None,0.8,3.2,3.61,8251.2,9168,Standard Shipping
ORD-26E3A027,6/4/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,34,0,On Time,None,0.72,3.4,0.21,295.84,344,Standard Shipping
ORD-1E2613B7,12/21/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,None,0.35,6.4,3.56,3032.1,4492,Standard Shipping
ORD-AA15FCD2,7/15/25,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,5,6,1,Late,Port Congestion,0.42,1.5,2.74,76597.36,5944,Expedited Air Freight
ORD-F28AC46F,5/22/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,26,24,0,On Time,None,0.34,2.1,0.62,2519.2,3760,Standard Shipping
ORD-E686E633,4/22/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,37,35,0,On Time,None,0.59,2,2.29,7518.31,9457,Standard Shipping
ORD-B6425408,11/15/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,18,0,On Time,None,0.74,4.2,4.87,2626.53,3019,Standard Shipping
ORD-CF8302B0,10/22/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.67,9.7,1.93,5308.93,6358,Standard Shipping
ORD-9F96E848,5/2/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,35,0,On Time,None,0.33,2.6,2.89,4082.44,6139,Standard Shipping
ORD-2EA0CD9C,8/9/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,11,0,On Time,None,0.49,8.4,5.11,5260.44,7061,Standard Shipping
ORD-EC52E638,6/18/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,35,0,On Time,None,0.64,8.2,3.66,1986.04,2422,Standard Shipping
ORD-3C72A8AC,3/24/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,10,0,On Time,Port Congestion,0.26,7.2,3.25,6358.28,9175,Standard Shipping
ORD-6D251CC2,2/13/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,35,9,Late,Geopolitical Conflict (Route Diversion),0.37,9.8,2.22,2772.88,2530,Re-routing
ORD-49BFB073,4/25/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,28,0,On Time,None,0.63,6.2,1.22,7993.52,9808,Standard Shipping
ORD-97BC5616,9/24/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,28,0,On Time,None,0.3,1.6,2.7,3415.75,5255,Standard Shipping
ORD-55375711,3/22/24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,3,0,On Time,None,0.63,9.3,3.84,32103.66,3581,Standard Shipping
ORD-C23921B4,6/1/25,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,11,0,On Time,None,0.89,1.2,4.41,4381.02,4636,Standard Shipping
ORD-7F6EC67A,2/27/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,27,24,0,On Time,None,0.55,8,5.94,3226.33,4163,Standard Shipping
ORD-52BC9DB1,12/13/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.85,3.7,2.73,5859.88,6335,Standard Shipping
ORD-7F7B0948,3/31/25,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,11,0,On Time,None,0.16,8.3,3.42,212.86,367,Standard Shipping
ORD-494EADE7,1/12/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.62,7.7,2.15,4306.77,5317,Standard Shipping
ORD-ED8CF502,7/15/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,24,0,On Time,None,0.25,6.4,4.04,2061.25,3298,Standard Shipping
ORD-31374B72,4/20/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,8,7,0,On Time,None,0.14,8.4,3.82,980.4,1720,Standard Shipping
ORD-6BE8695D,12/22/24,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,3,1,0,On Time,None,0.17,7.8,3.08,47020.54,7307,Standard Shipping
ORD-D1C45B53,1/15/25,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,6,4,0,On Time,None,0.62,0.7,1.96,43160.04,4844,Standard Shipping
ORD-0AC28F61,10/30/25,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.1,1.6,0.82,3108.6,5652,Standard Shipping
ORD-C06AC334,10/1/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,27,44,17,Late,Geopolitical Conflict (Route Diversion),0.16,8.6,0.79,13446.72,9660,Expedited Air Freight
ORD-46970BBC,12/18/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,None,0.65,8.7,3.95,7001.77,8487,Standard Shipping
ORD-3F5D8731,11/7/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,24,0,On Time,None,0.62,2,4.4,1568.97,1937,Standard Shipping
ORD-C07098F8,4/22/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,None,0.3,9.3,2.11,5190.9,7986,Standard Shipping
ORD-9B7688F9,3/8/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,31,28,0,On Time,None,0.67,7.8,3.92,7840.65,9390,Standard Shipping
ORD-F8953EEE,12/9/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.86,2,2.06,2875.56,3092,Standard Shipping
ORD-BAABB068,11/18/24,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,13,12,0,On Time,None,0.35,0.3,4.75,4227.53,6263,Standard Shipping
ORD-DEE5DD7B,5/8/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,31,28,0,On Time,None,0.33,5.7,3.19,6374.69,9586,Standard Shipping
ORD-F0AABBC4,3/13/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,38,11,Late,Geopolitical Conflict (Route Diversion),0.26,6.9,2.89,7916.83,7854,Re-routing
ORD-79E690AE,7/31/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,28,0,On Time,None,0.87,6.5,5.79,7647.37,8179,Standard Shipping
ORD-87B2ED21,11/21/25,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,1,0,On Time,None,0.48,5.5,3.16,50402.88,6192,Standard Shipping
ORD-5C071272,7/26/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,38,8,Late,Geopolitical Conflict (Route Diversion),0.83,3.6,3.36,11198.14,7649,Re-routing
ORD-D00D1497,7/19/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,25,0,On Time,None,0.64,4.3,2.05,5657.18,6899,Standard Shipping
ORD-32146122,11/25/24,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.59,4,1.9,5426.67,6826,Standard Shipping
ORD-183E6C13,3/19/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.54,6.9,2.23,970.2,1260,Standard Shipping
ORD-1A01DDFF,7/4/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,25,0,On Time,None,0.29,2.1,5.1,6126.21,9498,Standard Shipping
ORD-00E0467D,8/9/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,25,0,On Time,None,0.5,8.9,3.39,3148.5,4198,Standard Shipping
ORD-5D5606DC,10/10/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,22,0,On Time,None,0.34,5,1.6,3807.61,5683,Standard Shipping
ORD-6356A496,12/7/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,18,0,On Time,None,0.71,8.8,1.47,5528.43,6466,Standard Shipping
ORD-432C60FA,6/21/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,35,0,On Time,None,0.37,4.9,4.92,6800.68,9928,Standard Shipping
ORD-FA04CD75,6/28/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,12,2,Late,Port Congestion,0.52,3.2,1.69,6084.41,7278,Standard Shipping
ORD-F57B664C,9/18/25,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,12,0,On Time,None,0.58,3,4.34,2839.26,3594,Standard Shipping
ORD-1967C236,6/29/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,38,35,0,On Time,None,0.17,2.6,3.61,5288.98,9041,Standard Shipping
ORD-27C1C4C7,10/15/25,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,6,5,0,On Time,None,0.71,1.1,4.37,22807.12,2425,Standard Shipping
ORD-26726BC0,6/18/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,None,0.72,3.7,3.85,884.08,1028,Standard Shipping
ORD-70336EEB,9/27/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,41,16,Late,Geopolitical Conflict (Route Diversion),0.85,2.3,3.42,13851.33,9359,Re-routing
ORD-E63C0042,8/31/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,19,0,On Time,None,0.57,4.8,5.01,1239.51,1579,Standard Shipping
ORD-4F32C191,4/25/25,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,5,5,0,On Time,None,0.26,0.8,4.12,24372.81,3517,Standard Shipping
ORD-C166B56B,7/25/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.21,4.4,4.63,5553.3,9179,Standard Shipping
ORD-D3887967,3/30/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,29,0,On Time,None,0.72,7.1,3.48,1640.88,1908,Standard Shipping
ORD-A74DBD97,3/25/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,7,0,On Time,None,0.34,1.1,3,2852.86,4258,Standard Shipping
ORD-C8218C86,6/10/25,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.45,3.5,3.31,50736.95,6362,Standard Shipping
ORD-EA4D5F0C,10/20/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,23,0,On Time,None,0.39,0.9,4.24,1561.67,2247,Standard Shipping
ORD-170DF9F8,5/1/25,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,2,0,On Time,None,0.28,3.5,2.13,40465.92,5748,Standard Shipping
ORD-E5D4330C,9/6/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,17,0,On Time,None,0.66,2.9,0.59,6923.03,8341,Standard Shipping
ORD-F55EDC2F,7/5/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,19,0,On Time,None,0.88,9.8,4.63,6090.26,6479,Standard Shipping
ORD-23A474E7,3/22/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.63,4.7,3.77,5222.52,6408,Standard Shipping
ORD-B13ED04D,10/26/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,None,0.36,6.8,3.82,6401.52,9414,Standard Shipping
ORD-DC2E4342,9/23/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,36,0,On Time,None,0.13,4.1,4.41,3874.77,6858,Standard Shipping
ORD-0578B5E5,7/20/24,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.55,4.9,3.45,62999.75,7390,Standard Shipping
ORD-09FAB31C,8/25/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,4,7,3,Late,Severe Weather (Typhoon/Storm),0.68,2.9,2.14,119301.34,7173,Expedited Air Freight
ORD-337F10EB,5/15/25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,19,0,On Time,None,0.47,6.4,4.49,4181.41,5689,Standard Shipping
ORD-F0528457,11/24/24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,29,0,On Time,None,0.74,6,3.39,2968.44,3412,Standard Shipping
ORD-5B7C7D68,4/30/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,36,0,On Time,None,0.51,1.4,1.05,3920.72,5193,Standard Shipping
ORD-83E19567,12/21/25,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,None,0.4,0.8,3.07,4910.5,7015,Standard Shipping
ORD-21E1FF69,1/28/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,40,4,Late,Port Congestion,0.27,4.4,3.67,2094.1,2998,Standard Shipping
ORD-C5954912,10/9/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,23,2,Late,Port Congestion,0.86,1.9,3.49,1339.11,1309,Standard Shipping
ORD-220D32D1,9/12/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.37,5,4.4,1558.38,2275,Standard Shipping
ORD-A092B208,11/27/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.17,9.3,2.7,4884.16,8349,Standard Shipping
ORD-F9C0F557,8/9/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.26,0.4,3.15,2416.05,3835,Standard Shipping
ORD-821A08E2,3/6/25,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,28,0,On Time,None,0.12,4.7,2.89,1272.88,2273,Standard Shipping
ORD-98795192,4/7/25,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,4,3,0,On Time,None,0.72,3.8,2.49,18882.16,1996,Standard Shipping
ORD-5E4B50A9,9/11/24,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,25,0,On Time,None,0.12,5.8,3.9,1576.96,2816,Standard Shipping
ORD-B9B7C514,10/30/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,8,8,0,On Time,None,0.4,8.9,1.85,3750.6,5358,Standard Shipping
ORD-8FA38F9F,8/14/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,25,0,On Time,None,0.77,9.8,5.28,2675.36,3023,Standard Shipping
ORD-0A310CE5,1/28/25,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,12,0,On Time,None,0.65,0.9,3.83,6166.05,7474,Standard Shipping
ORD-4A0C8CD0,11/23/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,8,7,0,On Time,None,0.55,7.6,4.61,2611.75,3370,Standard Shipping
ORD-5E278DBD,7/29/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,None,0.35,7.8,3.04,2734.43,4051,Standard Shipping
ORD-776FA8CC,5/13/25,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,35,0,On Time,None,0.24,4.7,2.83,5234.66,8443,Standard Shipping
ORD-F1974625,4/24/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,8,0,On Time,None,0.9,0.1,2.24,6676.6,7028,Standard Shipping
ORD-76BC2F80,4/15/24,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,14,0,On Time,None,0.75,5.4,1.32,1033.38,1181,Standard Shipping
ORD-9241D530,6/22/24,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.6,9.7,3.52,3764.8,4706,Standard Shipping
ORD-0C1D0710,5/10/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,8,8,0,On Time,None,0.44,9,4.11,4793.76,6658,Standard Shipping
ORD-8602000D,7/27/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,27,24,0,On Time,None,0.37,9.7,3.78,2418.74,3531,Standard Shipping
ORD-EC4EA7BE,3/11/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.7,0.7,2.69,85664.7,9162,Standard Shipping
ORD-485D77A6,10/31/24,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,None,0.37,2,2.12,57861.27,7679,Standard Shipping
ORD-B9CC70F4,3/21/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.71,9.4,4.43,7253.82,8484,Standard Shipping
ORD-140BEE37,11/19/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,None,0.34,5.4,2.35,444.21,663,Standard Shipping
ORD-F22761F2,6/9/25,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,6,3,0,On Time,None,0.75,3.8,1.43,33389.12,3469,Standard Shipping
ORD-053EEAF2,9/25/25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,7,0,On Time,None,0.37,5.4,5.65,5399.17,7882,Standard Shipping
ORD-69FA559E,5/25/24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,1,0,On Time,None,0.78,9,0.96,41724.98,4262,Standard Shipping
ORD-B7809145,9/17/24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,9,13,4,Late,Severe Weather (Typhoon/Storm),0.71,2.3,4.94,9168.34,8936,Standard Shipping
ORD-8005F454,2/13/25,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,7,4,0,On Time,None,0.24,6.7,3,43620.72,6396,Standard Shipping
ORD-BFA08C9D,3/23/25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,25,41,16,Late,Geopolitical Conflict (Route Diversion),0.39,1.9,1.89,545.45,327,Expedited Air Freight
ORD-504A8D70,10/25/24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.39,6.6,4.94,2983.64,4293,Standard Shipping
